idsml,idver,zverejneni,uzavreni,subjekt,ico,utvar,cena_bezdph,cena_sdph,cena_cizi,cena_cizi_mena,predmet,navazny
4705,4829,2016-07-13T11:40:03+02:00,2016-07-12,KruV - RS (Kraj Vysočina),70890749,,5902511.67,7142039.12,,,SOD na realizaci stavby „Střední škola stavební Třebíč – rekonstrukce střechy a VZT“_2016,
4709,4833,2016-07-13T11:43:45+02:00,2016-07-11,"Nemocnice ve Frýdku-Místku, příspěvková organizace",00534188,,,123580.55,,,objednávka chemikalii,
4713,4837,2016-07-13T11:44:00+02:00,2016-07-11,ČESKÝ ROZHLAS,45245053,,71813.5,,,,propagační předměty s reklamním potiskem,
4717,4841,2016-07-13T11:44:35+02:00,2015-02-11,Fakturace (Ministerstvo obrany),60162694,A499,,45130.0,,,"12/2015-ZE, RS, Nákup kytic a věnců k peitním aktům, 23.2. - navýšení částky na rok 2016",
4721,4845,2016-07-13T11:48:50+02:00,2016-07-12,"Centrum sociální a ošetřovatelské pomoci v Praze 10, příspěvková organizace",70873241,,99952.8,120942.9,,,Oprava sítě LAN,
4725,4849,2016-07-13T11:50:02+02:00,2016-07-07,"DIAMO, státní podnik",00002739,,60741.0,,,,Objednávka náplní do tiskáren,
4729,4853,2016-07-13T11:50:39+02:00,2016-07-13,Thomayerova nemocnice,00064190,,,,,,Dodávka ZM,
4733,4857,2016-07-13T11:52:18+02:00,2016-01-04,"VÍTKOVICE ARÉNA, a.s.",25911368,,,,,,CELOROČNÍ OBJEDNÁVKA 2016 kompletní pneuservisní služby,
4737,4861,2016-07-13T11:52:11+02:00,2016-07-13,Thomayerova nemocnice,00064190,,,,,,Dodávka ZM,
4741,4865,2016-07-13T11:53:58+02:00,2016-07-13,Město Chrastava,00262871,ORM,,,,,Smlouva o možnosti provést stavbu na cizím pozemku,
4745,4869,2016-07-13T11:54:15+02:00,2016-07-13,Thomayerova nemocnice,00064190,,,,,,Dodávka ZM,
4749,4873,2016-07-13T11:55:00+02:00,2016-07-12,"Centrum sociální a ošetřovatelské pomoci v Praze 10, příspěvková organizace",70873241,,195620.0,236700.0,,,Vybavení KS,
4753,4877,2016-07-13T11:54:18+02:00,2015-04-14,Fakturace (Ministerstvo obrany),60162694,A499,,,,,Dodatek č. 1 -  Kancelářské potřeby 2015-2016,
4757,4881,2016-07-13T11:55:45+02:00,2016-07-13,Thomayerova nemocnice,00064190,,,,,,Dodávka ZM,
4761,4885,2016-07-13T11:57:09+02:00,2016-07-13,Thomayerova nemocnice,00064190,,,,,,Dodávka ZM,
4765,4889,2016-07-13T11:57:30+02:00,2015-06-10,Fakturace (Ministerstvo obrany),60162694,A499,,104060000.0,,,Nábytek,
4769,4893,2016-07-13T11:58:47+02:00,2016-07-11,Město Blatná,00250996,Odbor finanční a školství,,560000.0,,,Smlouva o převodu akcií,
4773,4897,2016-07-13T12:00:26+02:00,2016-07-12,"Centrum sociální a ošetřovatelské pomoci v Praze 10, příspěvková organizace",70873241,,123308.0,149203.0,,,Oprava technologie a řízení regulace ohřevu teplé vody,
4777,4901,2016-07-13T12:00:40+02:00,2016-07-11,MĚSTO TURNOV,00276227,,46528.0,56298.88,,,Smlouva o nájmu nebytových prostor v čp. 2047 - Penziony Žižkova ul. Turnov,
4781,4905,2016-07-13T12:00:38+02:00,2016-07-11,MĚSTO TURNOV,00276227,,34928.0,42262.88,,,Nájem nebytových prostor v čp. 2047 - Penziony Žižkova ul. Turnov,
4785,4909,2016-07-13T12:01:40+02:00,2016-07-04,Městská část Praha 12,00231151,,,395883.4,,,Objednávka - stravenky pro zaměstnance červen 2016,4665
4789,4913,2016-07-13T12:05:27+02:00,2016-01-14,"VÍTKOVICE ARÉNA, a.s.",25911368,,,,,,"CELOROČNÍ OBJEDNÁVKA 2016 výroba klíčů a servisní službu na dveřní zámky, vložky a kování",
4793,4917,2016-07-13T12:08:41+02:00,2016-01-01,"VÍTKOVICE ARÉNA, a.s.",25911368,,,,,,CELOROČNÍ OBJEDNÁVKA 2016 zapůjčení a přeprava VZV na ARÉNU v Ostravě Vítkovicích,
4797,4921,2016-07-13T12:09:22+02:00,2016-07-01,Centrum kardiovaskulární a transplantační chirurgie,00209775,,54652.17,62850.0,,,Objednávka zboží,
4801,4925,2016-07-13T12:13:49+02:00,2016-07-04,Centrum kardiovaskulární a transplantační chirurgie,00209775,,58008.0,66709.2,,,Objednávka,
4805,4929,2016-07-13T12:16:36+02:00,2016-07-13,Fakultní nemocnice Brno,65269705,,52933.0,64050.0,,,objednávka ZM,
4809,4933,2016-07-13T12:17:53+02:00,2016-07-04,Centrum kardiovaskulární a transplantační chirurgie,00209775,,50608.69,58200.0,,,Objednávka,
4813,4937,2016-07-13T12:18:59+02:00,2016-01-04,"VÍTKOVICE ARÉNA, a.s.",25911368,,,,,,CELOROČNÍ OBJEDNÁVKA 2016 opravy VZV MV 12 B a el. plošinových vozíků Balkankár EP 0006,
4817,4941,2016-07-13T12:19:37+02:00,2016-07-07,Centrum kardiovaskulární a transplantační chirurgie,00209775,,247082.64,298970.0,,,Objednávka,
4821,4945,2016-07-13T12:21:02+02:00,2016-07-13,Fakultní nemocnice Brno,65269705,,,52040.36,,,objednávka ZM,
4825,4949,2016-07-13T12:21:30+02:00,2016-01-04,"VÍTKOVICE ARÉNA, a.s.",25911368,,,,,,CELOROČNÍ OBJEDNÁVKA 2016 silniční doprava,
4829,4953,2016-07-13T12:25:05+02:00,2016-07-11,"Sdružené zdravotnické zařízení Krnov, příspěvková organizace",00844641,,234124.0,283290.0,,,Kupní smlouva,
4833,4957,2016-07-13T12:25:39+02:00,2016-01-20,"VÍTKOVICE ARÉNA, a.s.",25911368,,,,,,CELOROČNÍ OBJEDNÁVKA 2016 opravy a čištění vodovodních a kanalizačních sítí v objektu VÍTKOVICE ARÉNA a.s.,
4837,4961,2016-07-13T12:26:37+02:00,2016-07-04,Město Znojmo,00293881,,2060000.0,2492600.0,,,Sanace skal - úsek DB7,
4841,4965,2016-07-13T12:28:51+02:00,2016-07-13,Liberecký kraj,70891508,,145900.0,,,,Smlouva o poskytnutí dotace z Dotačního fondu LK - Podpora jednotek požární ochrany obcí LK,
4845,4969,2016-07-13T12:28:53+02:00,2016-07-13,Liberecký kraj,70891508,,53280.0,,,,Smlouva o poskytnutí dotace z Dotačního fondu LK - Podpora jednotek požární ochrany obcí LK,
4849,4973,2016-07-13T12:28:56+02:00,2016-07-13,Liberecký kraj,70891508,,67296.0,,,,Smlouva o poskytnutí dotace z Dotačního fondu LK - Podpora jednotek požární ochrany obcí LK,
4853,4977,2016-07-13T12:28:58+02:00,2016-07-13,Liberecký kraj,70891508,,84071.0,,,,Smlouva o poskytnutí dotace z Dotačního fondu LK - Podpora jednotek požární ochrany obcí LK,
4857,4981,2016-07-13T12:30:03+02:00,2016-04-14,Základní škola a Mateřská škola při zdravotnických zařízeních kraje Vysočina,70837228,,,3623.0,,,Smlouva o výpůjčce nebytových prostor za účelem provozu základní a mateřské školy - kanceláře ředitelky a ekonomky (Třebíč-správa) - prostory v 3. NP budovy L na pozemku parc. č. st. 1987 v k. ú. Třebíč v areálu Nemocnice Třebíč,
4861,4985,2016-07-13T12:30:03+02:00,2006-06-19,Základní škola a Mateřská škola při zdravotnických zařízeních kraje Vysočina,70837228,,,400.0,,,"internet  -  ředitelna, účetní kancelář - Třebíč-správa",
4865,4989,2016-07-13T12:30:04+02:00,2016-01-07,Základní škola a Mateřská škola při zdravotnických zařízeních kraje Vysočina,70837228,,,3623.0,,,výpůjčka prostor 3. NP budovy L nemocnice Třebíč spojená s úhradou dodávek energií a dalších služeb-pro účel provozování základní a mateřské školy,
4869,4993,2016-07-13T12:31:09+02:00,2016-01-25,"VÍTKOVICE ARÉNA, a.s.",25911368,,,,,,CELOROČNÍ OBJEDNÁVKA 2016 zednické práce v objektu VÍTKOVICE ARÉNA a.s.,
4873,4997,2016-07-13T12:35:23+02:00,2016-07-04,Město Znojmo,00293881,,262000.0,317020.0,,,"Vnitroblok ulic Dukelských bojovníků a Sokolovská ve Znojmě, projektová dokumentace",
4877,5001,2016-07-13T12:36:43+02:00,2016-01-29,"VÍTKOVICE ARÉNA, a.s.",25911368,,,,,,CELOROČNÍ OBJEDNÁVKA 2016 doprava a opravářské práce pro VÍTKOVICE ARÉNU a.s.,
4881,5005,2016-07-13T12:38:45+02:00,2016-07-13,Město Uherský Brod,00291463,ORM-ODRM,200000.0,200000.0,,,Smlouvy o poskytnutí dotace z rozpočtu města,
4885,5009,2016-07-13T12:38:46+02:00,2016-07-13,Město Uherský Brod,00291463,ORM-ODRM,200000.0,200000.0,,,Smlouva o poskytnutí dotace z rozpočtu města,
4889,5013,2016-07-13T12:38:47+02:00,2016-07-13,Město Uherský Brod,00291463,ORM-ODRM,200000.0,200000.0,,,Smlouva o poskytnutí dotace z rozpočtu města,
4893,5017,2016-07-13T12:38:48+02:00,2016-07-13,Město Uherský Brod,00291463,ORM-ODRM,200000.0,200000.0,,,Smlouva o poskytnutí dotace z rozpočtu města,
4897,5021,2016-07-13T12:39:56+02:00,2016-03-24,"VÍTKOVICE ARÉNA, a.s.",25911368,,,,,,CELOROČNÍ OBJEDNÁVKA 2016 nákup ochranných oděvů a pomůcek na fakturu,
4901,5025,2016-07-13T12:39:57+02:00,2016-07-08,Městská část Praha 10,00063941,,171000.0,206910.0,0.0,CZK,objednávka na dodávku laviček a odpadkových košů,
4905,5029,2016-07-13T12:40:04+02:00,2015-12-31,Základní škola a Mateřská škola při zdravotnických zařízeních kraje Vysočina,70837228,,,4707.0,,,havarijní pojištění vozidla,
4909,5033,2016-07-13T12:39:15+02:00,2016-06-30,MV - generální ředitelství HZS ČR,00007064,GŘ HZS ČR,,,,,Servisní služby 128-2016 záloh. systém,
4913,5037,2016-07-13T12:40:05+02:00,2015-02-18,Základní škola a Mateřská škola při zdravotnických zařízeních kraje Vysočina,70837228,,,15705.0,,,Dohoda o změně nájemní smlouvy - mění se doba nájmu - sjednává se do 31.12.2022,
4917,5041,2016-07-13T12:40:02+02:00,2015-02-18,Základní škola a Mateřská škola při zdravotnických zařízeních kraje Vysočina,70837228,,,15717.0,,,"zvýšení ceny nájemného o míru inflace 0,3% za rok 2015:
roční nájemné - základní škola: 38.179,20 Kč
roční nájemné - mateřská škola: 10.531,-- Kč",
4921,5045,2016-07-13T12:40:06+02:00,2015-03-31,Základní škola a Mateřská škola při zdravotnických zařízeních kraje Vysočina,70837228,,,4.28,,,"výpůjčka nebytových prostor spojená s úhradou poskytovaných služeb:el. energie, voda, teplo a TUV, režie, úklid v Nemocnici Pelhřimov o velikosti 19,5 m2 - nebytové prostory budou využívány k provozování školky a družiny",
4925,5049,2016-07-13T12:40:03+02:00,2015-12-31,Základní škola a Mateřská škola při zdravotnických zařízeních kraje Vysočina,70837228,,,9819.0,,,úsek pojištění hospodářských rizik,
4929,5053,2016-07-13T12:40:03+02:00,2016-04-18,Základní škola a Mateřská škola při zdravotnických zařízeních kraje Vysočina,70837228,,,,,,"výpůjčka prostor v nemocnici v Havlíčkově Brodě - budova č. 2, č.p. 2627, stojící na pozemku p.č. st. 1690, zapsáno v KN -list vlast. č. 1817- k provozování základní a mateřské školy",
4933,5057,2016-07-13T12:40:05+02:00,2015-12-31,Základní škola a Mateřská škola při zdravotnických zařízeních kraje Vysočina,70837228,,,1358.0,,,odpovědnost za škodu způsobenou provozem vozidla,
4937,5061,2016-07-13T12:40:08+02:00,2014-12-30,Základní škola a Mateřská škola při zdravotnických zařízeních kraje Vysočina,70837228,,,9480.0,,,"výpůjčka nebytových prostor spojená s úhradou poskytovaných služeb - úhrada nákladů za teplo, vodu, el. energii",
4941,5065,2016-07-13T12:41:47+02:00,2016-07-12,Jihomoravský kraj,70888337,Odbor regionálního rozvoje,,199000.0,,,DOT - Smlouva o poskytnutí dotace - ID 2016 - Velo MTB s.r.o.,
4945,5069,2016-07-13T12:42:18+02:00,2016-06-16,"VÍTKOVICE ARÉNA, a.s.",25911368,,,,,,CELOROČNÍ OBJEDNÁVKA 2016 servis strojů a přelapování vřeten sekaček na MěS,
4949,5073,2016-07-13T12:42:25+02:00,2016-07-07,Město Hodonín,00284891,Odbor ekonomiky a financí,45500.0,45500.0,,,SHKM - mimořádná dotace SF,
4953,5077,2016-07-13T12:46:51+02:00,2016-07-12,"Výzkumný ústav živočišné výroby, v. v. i.",00027014,,504000.0,,,,oprava traktoru,
4957,5081,2016-07-13T12:48:43+02:00,2016-07-01,"Centrum sociálních služeb Děčín, příspěvková organizace",71235868,,,,,,Smlouva o sdružených službách dodávky zemního plynu,
4961,5085,2016-07-13T12:49:36+02:00,2016-02-15,Fakturace (Ministerstvo obrany),60162694,A499,,250000.0,,,RS - Opravy NA v roce 2016 - Ústecký kraj,
4965,5089,2016-07-13T12:50:02+02:00,2013-12-09,Základní škola a Mateřská škola při zdravotnických zařízeních kraje Vysočina,70837228,,,5040.0,,,havarijní pojištění vozidla Škoda Rapid,
4973,5097,2016-07-13T12:51:18+02:00,2016-07-07,Město Hodonín,00284891,Odbor ekonomiky a financí,17950.0,17950.0,,,Karate club Šin-mu- mimořádná dotace SF,
4977,5101,2016-07-13T12:54:23+02:00,2016-07-07,Město Hodonín,00284891,Odbor ekonomiky a financí,13000.0,13000.0,,,Najáda - klub sportovního potápění Hodonín,
4981,5105,2016-07-13T12:55:48+02:00,2016-02-18,Fakturace (Ministerstvo obrany),60162694,A499,,80000.0,,,RS - Opravy osobních vozidel v roce 2016-2017 - Ústecký kraj,
4985,5109,2016-07-13T12:55:24+02:00,2016-07-13,Město Blovice,00256455,,269000.0,325490.0,,,"Smlouva o dílo - Projektová dokumentace Blovice, PD chodník Luční ulice podél II/117, II.etapa, dodatek č. 1",
4989,5113,2016-07-13T12:56:38+02:00,2016-07-07,Město Hodonín,00284891,Odbor ekonomiky a financí,45000.0,45000.0,,,Moravský spolek Tygři - mimořádná dotace - nový basketbalový oddíl,
4993,5117,2016-07-13T13:00:04+02:00,2012-01-01,Základní škola a Mateřská škola při zdravotnických zařízeních kraje Vysočina,70837228,,,3950.0,,,bezplatné užívání nebytových prostor spojené s úhradou nákladů za služby související s užíváním vypůjčených nebytových prostor v nemocnici Pelhřimov k provozování základní a mateřské školy,
4997,5121,2016-07-13T13:00:02+02:00,2013-12-10,Základní škola a Mateřská škola při zdravotnických zařízeních kraje Vysočina,70837228,,,9819.0,,,"pojistná smlouva č. 7720795020 - úsek pojištění hospodářských rizik
-pojištění majetku a odpovědnosti
-živelní pojištění
-pojištění pro případ odcizení
pojštění odpovědnosti za škodu",
5001,5125,2016-07-13T13:00:03+02:00,2013-11-19,Základní škola a Mateřská škola při zdravotnických zařízeních kraje Vysočina,70837228,,,1358.0,,,pojistná smlouva č. 6980537197 - pojištění odpovědnosti za škodu způsobenou provozem vozidla,
5005,5129,2016-07-13T13:00:15+02:00,2016-07-12,Fakultní nemocnice v Motole,00064203,,730368.0,883745.3,,,Kupní smlouva Cévky pro novorozence,
5009,5133,2016-07-13T13:00:18+02:00,2016-06-30,"Ministerstvo školství, mládeže a tělovýchovy",00022985,,3062300.0,3700383.0,,,Smlouva na zajištění servisní podpory pro aplikaci OVS,
5013,5137,2016-07-13T13:00:29+02:00,2016-02-18,Fakturace (Ministerstvo obrany),60162694,A499,,400000.0,,,RS - Opravy NA v roce 2016 - Moravskoslezský kraj,
5021,5145,2016-07-13T13:07:12+02:00,2016-03-07,Fakturace (Ministerstvo obrany),60162694,A499,,330000.0,,,RS - Opravy osobních vozidel v roce 2016-2017 - Moravskoslezský kraj,
5029,5153,2016-07-13T13:10:02+02:00,2014-12-02,Základní škola a Mateřská škola při zdravotnických zařízeních kraje Vysočina,70837228,,,15.6,,,nájem a služby poskytované s nájmem nebytových prostor umístěných v 1. nadzemním podlaží budovy číslo 2332 (pavilon 12) v Psychiatrické nemocnici Havlíčkův Brod k účelu provozování základní školy a mateřské školy,
5033,5157,2016-07-13T13:11:32+02:00,2016-07-07,Státní veterinární ústav Jihlava,13691554,,61900.0,74899.0,,,Kupní smlouva,
5045,5169,2016-07-13T13:18:11+02:00,2015-10-19,Statutární město Frýdek-Místek,00296643,,8885892.02,10751929.34,,,Arboretum Frýdek-Místek,
5049,5173,2016-07-13T13:18:40+02:00,2016-07-11,Zoologická zahrada hl. m.  Prahy,00064459,,69810.0,,,,Objednávka - motorová nafta,
5057,5181,2016-07-13T13:20:02+02:00,2016-07-13,"Domov Kopretina Černovice, příspěvková organizace",70659001,,515703.31,624001.0,,,Mikrobus 9-ti místné osobní vozidlo pro potřeby organizace,
5061,5185,2016-07-13T13:20:02+02:00,2016-07-04,"Horácké divadlo Jihlava, příspěvková organizace",00094811,,90000.0,90000.0,,,návrh scény a návrh světelného designu k inscenaci divadelní hry Adéla ještě nevečeřela,
5065,5189,2016-07-13T13:21:12+02:00,2016-07-12,Univerzita Karlova v Praze,00216208,Lékařská fakulta v Plzni,163636.36,1980000.0,,,"LFP - Objednávka - Automatické počítadlo pěstovaných buněk, fungující bez spotřebního materiálu",
5069,5193,2016-07-13T13:23:03+02:00,2016-07-11,Ústav pro odborné zjišťování příčin leteckých nehod,70990948,,81103.5,81818.3,,,Objednávka stravenek pro zaměstnance,
5073,5197,2016-07-13T13:24:32+02:00,2016-07-13,Český statistický úřad,00025593,,61711.52,61711.52,,,Nákup stravenek ČSÚ Ústí nad Labem červenec 2016,
5077,5201,2016-07-13T13:24:53+02:00,2016-07-11,Fakturace (Ministerstvo obrany),60162694,A499,,2129013.15,,,155110120 - pož. list č. 04/2016 - oprava  denního zaměřovače  S/N 1377,
5081,5205,2016-07-13T13:26:47+02:00,2016-07-12,"Ředitelství silnic Zlínského kraje,příspěvková organizace",70934860,,7789565.0,9425374.0,,,"Stavební práce na stavbě Silnice II/493: Petrůvka, průjezdní úsek",
5085,5209,2016-07-13T13:28:10+02:00,2016-04-11,Fakturace (Ministerstvo obrany),60162694,A499,,1590424.0,,,"RS - Spotřební materiál k tiskárnám, faxům a kopírkám na rok 2016",
5089,5213,2016-07-13T13:27:39+02:00,2016-07-07,Fakturace (Ministerstvo obrany),60162694,A499,,68312.0,,,7.dílčí plnění - Smluvní stravování formou stravovacích poukázek v roce 2016,
5093,5217,2016-07-13T13:30:22+02:00,2016-07-11,MĚSTO TURNOV,00276227,,820312.0,992578.0,,,Úprava venkovní a vnitřní kanalizace - MŠ a ZŠ Sluníčko Turnov.,
5097,5221,2016-07-13T13:31:18+02:00,2016-06-28,Fakturace (Ministerstvo obrany),60162694,A499,,110449.0,,,Mytí automobilové techniky,
5101,5225,2016-07-13T13:31:45+02:00,2016-07-11,"Integrovaná střední škola, Vysoké nad Jizerou, Dr. Farského 300, příspěvková organizace",00087891,,934000.0,1130140.0,,,zhotovení projektové dokumentace,
5105,5229,2016-07-13T13:33:59+02:00,2016-07-01,Střední zemědělská škola Dalovice,00077291,,175446.0,175446.0,,,"Smlouva o zajištění výuky, výcviku a zkoušek k řidičskému oprávnění skupiny B",
5109,5233,2016-07-13T13:33:21+02:00,2016-06-28,Fakturace (Ministerstvo obrany),60162694,A499,,102611.0,,,Nákup nářadí pro Airbus,
5113,5237,2016-07-13T13:34:36+02:00,2016-06-30,Fakturace (Ministerstvo obrany),60162694,A499,,165636.9,,,Nákup platického leteckého maziva G-354,
5117,5241,2016-07-13T13:34:39+02:00,2016-07-11,Univerzita Pardubice,00216275,,4383413.35,,,,Rekonstrukce dvora FEI a CEMNAT,
345,5245,2016-07-13T13:37:17+02:00,2016-05-23,Statutární město Karviná,00297534,,1779785.0,,,,"kupní - Kupní smlouva na nákup PC, notebooků a monitorů (OO-OIS)",
5121,5249,2016-07-13T13:38:01+02:00,2016-03-10,Fakturace (Ministerstvo obrany),60162694,A499,,250000.0,,,RS - Opravy NA v roce 2016 - Vysočina,
5125,5253,2016-07-13T13:38:55+02:00,2016-07-08,Renata Petrželová,02127288,,396332.03,479561.76,,,Stavební úpravy ředitelny a části chodby v 2.NP školní budovy č.p. 416,
4369,5257,2016-07-13T13:38:57+02:00,2016-07-07,Městský obvod Vítkovice,00845451,,,150000.0,,,Veřejnosprávní smlouva o poskytnutí účelové dotace z rozpočtu statutárního města Ostravy,
5129,5261,2016-07-13T13:43:58+02:00,2016-07-04,Moravská galerie v Brně,00094871,,90000.0,,,,Revitalizace UMPRUM – dovybudování návštěvnického zázemí a vytvoření nové stálé expozice designu–zajištění administrátorských činností,
5133,5265,2016-07-13T13:45:14+02:00,2016-07-13,"Ústav termomechaniky AV ČR, v. v. i.",61388998,,,,,,Oprava mikrofonu 4138-C-006,
5137,5269,2016-07-13T13:45:32+02:00,2016-03-22,Fakturace (Ministerstvo obrany),60162694,A499,,2000000.0,,,RS - Nákup výstroje pro příslušníky VHJ v roce 2016,
5141,5273,2016-07-13T13:46:25+02:00,2016-07-11,Masarykova univerzita,00216224,,824900.0,,,,Kupní smlouva - automobil,
5149,5281,2016-07-13T13:49:53+02:00,2016-07-11,Město Louny,00265209,,254100.0,,,,Poskytnutí investiční finanční podpory z rozpočtu poskytovatele ve formě dotace - na zateplení objektu na pozemku p. č.3864/1,
5153,5285,2016-07-13T13:52:49+02:00,2016-07-13,Český statistický úřad,00025593,,62397.0,75500.0,,,Objednávka na dodávku a montáž koberců,
5157,5289,2016-07-13T13:54:57+02:00,2016-07-13,Statutární město Havířov,00297488,,2724050.0,3296101.0,,,593/OSRM/2016 - SOD - Snižování spotřeby energie MŠ Přímá,
