ico,of,kpf,npf,dv,dz,esak,esa,kpp,nacek,nace
00481491,Obec Zdislava,801,Obec nebo městská část hlavního města Prahy,1990-03-01,,13130,Místní vládní instituce,1 - 5 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00482421,"TJ DUKLA Liberec, z.s.",706,Spolek,1990-05-01,,15002,Neziskové instituce sloužící domácnostem soukromé národní,1 - 5 zaměstnanců,93110,Provozování sportovních zařízení
00482731,"Český rybářský svaz, z. s., místní organizace Nový Bor",736,Pobočný spolek,1990-06-01,,15002,Neziskové instituce sloužící domácnostem soukromé národní,1 - 5 zaměstnanců,9499,Činnosti ostatních organizací sdružujících osoby za účelem prosazování společných zájmů j. n.
00483371,"Tělovýchovná jednota Lokomotiva Liberec I, z.s.",706,Spolek,1990-06-15,,15002,Neziskové instituce sloužící domácnostem soukromé národní,1 - 5 zaměstnanců,93110,Provozování sportovních zařízení
00483389,"TETRONIK - výrobní družstvo Terezín, družstvo",205,Družstvo,1990-07-01,,11002,Nefinanční podniky soukromé národní,20 - 24 zaměstnanci,26200,Výroba počítačů a periferních zařízení
00484709,Městské muzeum Lanškroun,331,Příspěvková organizace,1989-01-01,,13130,Místní vládní instituce,1 - 5 zaměstnanců,91020,Činnosti muzeí
00486078,MEDIS Holding a.s.,121,Akciová společnost,1990-05-01,,11002,Nefinanční podniky soukromé národní,20 - 24 zaměstnanci,70220,Ostatní poradenství v oblasti podnikání a řízení
00488615,Obec Cejle,801,Obec nebo městská část hlavního města Prahy,1991-06-12,,13130,Místní vládní instituce,1 - 5 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00494241,Obec Dolní Domaslavice,801,Obec nebo městská část hlavního města Prahy,1991-11-20,,13130,Místní vládní instituce,6 - 9 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00494453,Česká provincie Kongregace Dcer Božské Lásky,721,Církevní organizace,1990-05-31,,15002,Neziskové instituce sloužící domácnostem soukromé národní,25 - 49 zaměstnanců,94910,Činnosti náboženských organizací
00505609,Klub českých turistů,706,Spolek,1990-03-21,,15002,Neziskové instituce sloužící domácnostem soukromé národní,6 - 9 zaměstnanců,9499,Činnosti ostatních organizací sdružujících osoby za účelem prosazování společných zájmů j. n.
00507814,L I N E T spol. s r.o.,112,Společnost s ručením omezeným,1990-08-16,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,500 - 999 zaměstnanců,32500,Výroba lékařských a dentálních nástrojů a potřeb
00511218,Obec Bystrá,801,Obec nebo městská část hlavního města Prahy,1990-10-01,,13130,Místní vládní instituce,Neuvedeno,84110,Všeobecné činnosti veřejné správy
00511226,Obec Vystrkov,801,Obec nebo městská část hlavního města Prahy,1990-10-01,,13130,Místní vládní instituce,1 - 5 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00511242,Obec Lesná,801,Obec nebo městská část hlavního města Prahy,1990-10-01,,13130,Místní vládní instituce,1 - 5 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00511323,Obec Čížkov,801,Obec nebo městská část hlavního města Prahy,1990-09-15,,13130,Místní vládní instituce,Neuvedeno,84110,Všeobecné činnosti veřejné správy
00511331,Obec Útěchovice,801,Obec nebo městská část hlavního města Prahy,1990-09-15,,13130,Místní vládní instituce,1 - 5 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00511951,"Nemocnice Pelhřimov, příspěvková organizace",331,Příspěvková organizace,1992-01-01,,13130,Místní vládní instituce,500 - 999 zaměstnanců,86100,Ústavní zdravotní péče
00512231,Obec Bácovice,801,Obec nebo městská část hlavního města Prahy,1992-01-01,,13130,Místní vládní instituce,Neuvedeno,84110,Všeobecné činnosti veřejné správy
00512338,Městské středisko sociálních služeb,331,Příspěvková organizace,1991-01-01,,13130,Místní vládní instituce,25 - 49 zaměstnanců,8810,Ambulantní nebo terénní sociální služby pro seniory a osoby se zdravotním postižením
00514152,"Budějovický Budvar, národní podnik, Budweiser Budvar, National Corporation, Budweiser Budvar, Entreprise Nationale",301,Státní podnik,1991-01-01,,11001,Nefinanční podniky veřejné,500 - 999 zaměstnanců,11050,Výroba piva
00515922,Obec Pavlov,801,Obec nebo městská část hlavního města Prahy,1990-10-01,,13130,Místní vládní instituce,1 - 5 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00515949,Obec Dehtáře,801,Obec nebo městská část hlavního města Prahy,1990-10-01,,13130,Místní vládní instituce,Neuvedeno,84110,Všeobecné činnosti veřejné správy
00515965,Obec Putimov,801,Obec nebo městská část hlavního města Prahy,1990-10-01,,13130,Místní vládní instituce,1 - 5 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00515973,Obec Proseč pod Křemešníkem,801,Obec nebo městská část hlavního města Prahy,1990-10-01,,13130,Místní vládní instituce,Neuvedeno,84110,Všeobecné činnosti veřejné správy
00524905,"Střední průmyslová škola a Střední odborná škola gastronomie a služeb, Most, příspěvková organizace",331,Příspěvková organizace,1990-09-01,,13130,Místní vládní instituce,50 - 99 zaměstnanců,85321,Střední odborné vzdělávání na učilištích
00526045,Obec Malé Žernoseky,801,Obec nebo městská část hlavního města Prahy,1990-08-01,,13130,Místní vládní instituce,10 - 19 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00526517,"Střední škola strojní, stavební a dopravní, Liberec II, Truhlářská 360/3, příspěvková organizace",331,Příspěvková organizace,1991-01-01,,13130,Místní vládní instituce,100 - 199 zaměstnanců,85321,Střední odborné vzdělávání na učilištích
00526622,Ivar a.s.,121,Akciová společnost,1990-08-23,,11002,Nefinanční podniky soukromé národní,25 - 49 zaměstnanců,58290,Ostatní vydávání softwaru
00527611,"TJ Spartak Rokytnice nad Jizerou, z.s.",706,Spolek,1990-06-01,,15002,Neziskové instituce sloužící domácnostem soukromé národní,1 - 5 zaměstnanců,931,Sportovní činnosti
00529842,Střední škola automobilní Ústí nad Orlicí,331,Příspěvková organizace,1990-10-01,,13130,Místní vládní instituce,50 - 99 zaměstnanců,85321,Střední odborné vzdělávání na učilištích
00531987,PŠR z.s.,706,Spolek,1990-05-21,,15002,Neziskové instituce sloužící domácnostem soukromé národní,1 - 5 zaměstnanců,93110,Provozování sportovních zařízení
00533190,"TJ Baník Karviná, z.s.",706,Spolek,1990-11-01,,15002,Neziskové instituce sloužící domácnostem soukromé národní,1 - 5 zaměstnanců,93110,Provozování sportovních zařízení
00533556,"Plavecký klub Nový Jičín, z. s.",706,Spolek,1991-01-01,,15002,Neziskové instituce sloužící domácnostem soukromé národní,1 - 5 zaměstnanců,93110,Provozování sportovních zařízení
00533874,"Divadlo loutek Ostrava, příspěvková organizace",331,Příspěvková organizace,1990-06-01,,13130,Místní vládní instituce,50 - 99 zaměstnanců,90010,Scénická umění
00534188,"Nemocnice ve Frýdku-Místku, příspěvková organizace",331,Příspěvková organizace,1991-11-20,,13130,Místní vládní instituce,1000 - 1499 zaměstnanců,86100,Ústavní zdravotní péče
00534242,"Nemocnice Třinec, příspěvková organizace",331,Příspěvková organizace,1992-01-01,,13130,Místní vládní instituce,1000 - 1499 zaměstnanců,86100,Ústavní zdravotní péče
00543748,Obec Řídelov,801,Obec nebo městská část hlavního města Prahy,1991-06-12,,13130,Místní vládní instituce,1 - 5 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00543772,Obec Vílanec,801,Obec nebo městská část hlavního města Prahy,1991-06-12,,13130,Místní vládní instituce,Neuvedeno,84110,Všeobecné činnosti veřejné správy
00544175,Obec Dobrá Voda,801,Obec nebo městská část hlavního města Prahy,1990-07-30,,13130,Místní vládní instituce,1 - 5 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00544957,AGROTEC a.s.,121,Akciová společnost,1990-07-10,,11002,Nefinanční podniky soukromé národní,250 - 499 zaměstnanců,46610,"Velkoobchod se zemědělskými stroji, strojním zařízením a příslušenstvím"
00546534,STYL 2000 spol. s r.o.,112,Společnost s ručením omezeným,1990-08-13,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,10 - 19 zaměstnanců,43290,Ostatní stavební instalace
00547492,TJ Žďár nad Sázavou,706,Spolek,1990-05-17,,15002,Neziskové instituce sloužící domácnostem soukromé národní,6 - 9 zaměstnanců,93110,Provozování sportovních zařízení
00548979,"Český svaz házené, z.s.",706,Spolek,1990-05-10,,15002,Neziskové instituce sloužící domácnostem soukromé národní,10 - 19 zaměstnanců,931,Sportovní činnosti
00549746,"Česká lesnická společnost, z. s.",706,Spolek,1990-06-28,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,9499,Činnosti ostatních organizací sdružujících osoby za účelem prosazování společných zájmů j. n.
00551023,Ministerstvo práce a sociálních věcí,325,Organizační složka státu,1990-07-01,,13110,Ústřední vládní instituce,1500 - 1999 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00551317,"FREYTAG-BERNDT, spol. s r.o.",112,Společnost s ručením omezeným,1990-10-12,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,25 - 49 zaměstnanců,58110,Vydávání knih
00554740,V.O.S. INKOD - CHOMUTOV,111,Veřejná obchodní společnost,1990-09-24,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,25620,Obrábění
00555053,"Střední škola gastronomie a služeb, Liberec, Dvorská 447/29, příspěvková organizace",331,Příspěvková organizace,1990-10-01,,13130,Místní vládní instituce,50 - 99 zaměstnanců,85322,Střední odborné vzdělávání na středních odborných školách
00556467,Obec Velemyšleves,801,Obec nebo městská část hlavního města Prahy,1990-11-25,,13130,Místní vládní instituce,10 - 19 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00558991,"Gymnázium Brno, Křenová, příspěvková organizace",331,Příspěvková organizace,1991-01-01,,13130,Místní vládní instituce,50 - 99 zaměstnanců,85312,Střední všeobecné vzdělávání
00559105,Gymnázium Zlín - Lesní čtvrť,331,Příspěvková organizace,1991-01-01,,13130,Místní vládní instituce,100 - 199 zaměstnanců,85312,Střední všeobecné vzdělávání
00560618,DC 90 o.p.s,141,Obecně prospěšná společnost,1991-01-01,,15002,Neziskové instituce sloužící domácnostem soukromé národní,10 - 19 zaměstnanců,94993,Činnosti organizací na podporu rekreační a zájmové činnosti
00560901,"TJ Frenštát pod Radhoštěm, spolek",706,Spolek,1990-11-01,,15002,Neziskové instituce sloužící domácnostem soukromé národní,1 - 5 zaměstnanců,93120,Činnosti sportovních klubů
00565474,BAYER s.r.o.,112,Společnost s ručením omezeným,1990-10-31,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,250 - 499 zaměstnanců,46460,Velkoobchod s farmaceutickými výrobky
00565679,NOWASTAV akciová společnost,121,Akciová společnost,1990-12-14,,11002,Nefinanční podniky soukromé národní,10 - 19 zaměstnanců,42910,Výstavba vodních děl
00566985,Sportovní klub Telč,706,Spolek,1990-09-10,,15002,Neziskové instituce sloužící domácnostem soukromé národní,1 - 5 zaměstnanců,93110,Provozování sportovních zařízení
00567043,"Mateřská škola a Základní škola Kyjov, Školní, příspěvková organizace",331,Příspěvková organizace,1991-01-01,,13130,Místní vládní instituce,25 - 49 zaměstnanců,85311,Základní vzdělávání na druhém stupni základních škol
00569224,DEWETRON-PRAHA spol. s r.o.,112,Společnost s ručením omezeným,1991-01-22,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,1 - 5 zaměstnanců,46900,Nespecializovaný velkoobchod
00570931,NADĚJE,706,Spolek,1990-08-21,,15002,Neziskové instituce sloužící domácnostem soukromé národní,500 - 999 zaměstnanců,88999,Jiné ambulantní nebo terénní sociální služby j. n.
00571024,PCS spol. s r.o.,112,Společnost s ručením omezeným,1990-11-27,,11002,Nefinanční podniky soukromé národní,25 - 49 zaměstnanců,46690,Velkoobchod s ostatními stroji a zařízením
00572225,Obec Mnichov,801,Obec nebo městská část hlavního města Prahy,1990-11-30,,13130,Místní vládní instituce,1 - 5 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00573787,Obec Brod nad Tichou,801,Obec nebo městská část hlavního města Prahy,1990-11-30,,13130,Místní vládní instituce,1 - 5 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00573884,Obec Újezd u Svatého Kříže,801,Obec nebo městská část hlavního města Prahy,1990-11-30,,13130,Místní vládní instituce,1 - 5 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00573965,Obec Kamenec,801,Obec nebo městská část hlavního města Prahy,1990-11-30,,13130,Místní vládní instituce,1 - 5 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00574139,Obec Borovno,801,Obec nebo městská část hlavního města Prahy,1990-11-30,,13130,Místní vládní instituce,Neuvedeno,84110,Všeobecné činnosti veřejné správy
00574228,Obec Měcholupy,801,Obec nebo městská část hlavního města Prahy,1990-11-30,,13130,Místní vládní instituce,Neuvedeno,84110,Všeobecné činnosti veřejné správy
00574660,"Zdravotnická záchranná služba Karlovarského kraje, příspěvková organizace",331,Příspěvková organizace,1991-12-31,,13130,Místní vládní instituce,250 - 499 zaměstnanců,86909,Ostatní činnosti související se zdravotní péčí j. n.
00575381,"DAV, a.s.",121,Akciová společnost,1991-12-10,,11002,Nefinanční podniky soukromé národní,50 - 99 zaměstnanců,43110,Demolice
00575488,TJ Lokomotiva Krnov z.s.,706,Spolek,1990-10-01,,15002,Neziskové instituce sloužící domácnostem soukromé národní,1 - 5 zaměstnanců,93110,Provozování sportovních zařízení
00576263,Obec Bukovany,801,Obec nebo městská část hlavního města Prahy,1990-10-01,,13130,Místní vládní instituce,1 - 5 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00576310,Sdružení pro rozvoj Moravskoslezského kraje z.s.,706,Spolek,1991-07-16,,11002,Nefinanční podniky soukromé národní,6 - 9 zaměstnanců,9499,Činnosti ostatních organizací sdružujících osoby za účelem prosazování společných zájmů j. n.
